Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Analyst Supporting the USPIS,$120K - $145K (Employer est.),"Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.

Wits Solutions (WITS) has over ten years of experience in providing best-in-class solutions in professional IT and administrative consulting. At WITS, we believe in working not for our clients but with them. WITS has a vacancy for a Data Analyst. In this role, you will be supporting the overall mission of the U.S. Postal Inspection Service (USPIS).

Responsibilities

Receives, gathers, analyzes, and organizes information from multiple sources.
Ensures completeness of received information and reconciles inconsistencies.
Requirements

This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation

Agency Overview

As the primary law enforcement arm of the United States Postal Service, the U.S. Postal Inspection Service (USPIS) is a highly specialized, professional organization performing investigative and security functions essential to a stable and sound postal system. Its jurisdiction is defined as ""crimes that may adversely affect or fraudulently use the U.S. Mail, the postal system or postal employees."" The USPIS makes seizures under their authority to discourage profit-motivated crimes such as mail fraud, money laundering and drug trafficking using the mail.

Forfeiture Support Associates (FSA), LLC is proud to be an Affirmative Action/Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualiﬁed persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity), veteran status, family leave status or any protected group status as deﬁned by applicable law.",3.3,"FSA Federal
3.3","Washington, DC",1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Data Analyst Supporting the DEA,$120K - $145K (Employer est.),"Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.

Compass Strategy Solutions (CSS) specializes in cultivating tactical and strategic intelligence personnel, financial analysts, and forensic accountants, to support law enforcement efforts domestically and overseas. CSS has a vacancy for a Data Analyst. In this role, you will be supporting the overall mission of the Drug Enforcement Agency (DEA).

Responsibilities

Receives, gathers, analyzes, and organizes information from multiple sources.
Ensures completeness of received information and reconciles inconsistencies.
Requirements

This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation

Agency Overview

The Drug Enforcement Administration (DEA) is responsible for conducting national and international investigations targeting global drug trafficking networks and drug-related terrorism involved in the illegal growing, manufacturing, or distribution of controlled substances appearing in or destined for illicit traffic in the United States. A component of DEA's strategic mission is the use of the Asset Forfeiture Program, implementing major investigative strategies against drug networks and cartels, resulting in significant seizure and forfeiture activities.

Forfeiture Support Associates (FSA), LLC is proud to be an Affirmative Action/Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualiﬁed persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity), veteran status, family leave status or any protected group status as deﬁned by applicable law.",3.3,"FSA Federal
3.3","Arlington, VA",1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Data Analyst Supporting the FBI,$120K - $145K (Employer est.),"Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.

EnProVera, owned and operated by government veterans with extensive backgrounds in Homeland Security, Law Enforcement, the Military, and the Intelligence Community, has a vacancy for a Data Analyst. In this role, you will be supporting the overall mission of the Federal Bureau of Investigation (FBI).

NOTE: The primary responsibility of a Data Analyst is to complete data entry of financial details. The majority of a workday will be spent performing clerical duties and inputting data into a Microsoft Access database (training for Access database is performed onsite).

Responsibilities

Applicants with an Active TS Clearance preferred

Requirements

This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation

Agency Overview

The mission of the Federal Bureau of Investigation (FBI) is to protect the American people and uphold the Constitution of the United States. FBI investigates a broad range of criminal violations, integrating the use of asset forfeiture into its overall strategy to eliminate targeted criminal enterprises. The FBI has successfully used asset forfeiture in White Collar Crime, Organized Crime, Drug, Violent Crime and Terrorism investigations.

Forfeiture Support Associates (FSA), LLC is proud to be an Affirmative Action/Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualiﬁed persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity), veteran status, family leave status or any protected group status as deﬁned by applicable law.",3.3,"FSA Federal
3.3","Linthicum, MD",1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Senior Data Analyst,$120K - $145K (Employer est.),"Company Background
Healthmap Solutions (Healthmap) is an NCQA-accredited industry leading kidney population health management company. Healthmap uses big data resources, integrated advanced technology, clinical expertise, and complex care management to improve the lives of people living with kidney disease. Healthmap also helps healthcare providers and payers achieve the value-based results they need. Our company is a diverse and growing organization committed to our clients, the patients we support, and our employees.
We are champions for better health, for those who need us most.
Responsibilities
Compiling and organizing healthcare data",5.0,"Healthmap Solutions
5.0","Tampa, FL",1 to 50 Employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Data Analyst - Remote Option,$120K - $145K (Employer est.),"Acima Credit (Acima) based in Draper, Utah is a young and dynamic leasing company that provides consumers financing options for life necessities that otherwise would not be available. We help with financing options from tires/wheels to furniture and appliances. Acima blends the use of innovative online technology with a fast and easy application process for thousands of retailers nationwide. Customers love us because we make the impossible possible. Retailers love us because we make it easy for them.

Acima is growing at a tremendous rate. Recognized as one of the fastest growing companies, (by the Mountain West Capital Network and the Utah Business Magazine) we need awesome people to continue to propel that growth. Here you'll find a place where you can learn, progress and grow professionally. You'll be challenged to think creatively, work hard and make smart decisions.",4.1,"Acima Credit
4.1","Draper, UT",501 to 1000 Employees,2013,Company - Private,Lending,Finance,Unknown / Non-Applicable
Senior Data Quality Analyst - Remote,$120K - $145K (Employer est.),"At Cepheid, we are passionate about improving health care through fast, accurate diagnostic testing. Our mission drives us, every moment of every day, as we develop scalable, groundbreaking solutions to solve the world’s most complex health challenges. Our associates are involved in every stage of molecular diagnostics, from ideation to development and delivery of testing advancements that improve patient outcomes across a range of settings. As a member of our team, you can make an immediate, measurable impact on a global scale, within an environment that fosters career growth and development.
Cepheid is proud to work alongside a community of six fellow Danaher Diagnostics companies. Together, we’re working at the pace of change on diagnostic tools that address the world’s biggest health challenges, driven by knowing that behind every test there is a patient waiting.
Learn about the Danaher Business System which makes everything possible.",4.0,"Cepheid
4.0","Raleigh, NC",1001 to 5000 Employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD)
Sr. Renewables Python Data Scientist / Quantitative Energy Analyst - REMOTE,$120K - $145K (Employer est.),"Sr. Renewables Python Data Scientist / Quantitative Energy Analyst
Locations: FULLY REMOTE (Anywhere in the USA)
We are currently working with an aggressively growing renewable energy venture with strong private equity backing that is focused on the development and execution of dynamic utility-scale energy storage projects. They are at the forefront of the industry, have accumulated over 2GW of projects in a relatively short period of time, and are currently in an accelerated expansion phase.
The company is looking to make some key additions to their Software Engineering, Development, & Data Science Team. One of their critical needs right now is a Sr. Python Data Scientist. This is a Full-time REMOTE position that does not require relocation but the company has offices in California and Texas. It is a highly technical role that will utilize PYTHON to provide predictive modeling and quantitative forecasting guidance to support the strategic analysis of innovative utility-scale renewable energy projects across all ISO / RTO markets in the United States. The role will be part of a creative team focused on energy storage / battery storages trading strategies and real-time energy pricing.",-1,TBC Power & Renewables,"San Francisco, CA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Analyst (Legal support) Supporting the US Attorney's Office,$120K - $145K (Employer est.),"Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.

Focused on delivering unsurpassed services in support of law enforcement and homeland security, FSA Federal, a rapidly growing joint venture owned by trusted solutions providers SAIC and Amentum, has a vacancy for a Data Analyst. In this role, you will be supporting the overall mission of the United States Attorney's Office (USAO).

Responsibilities

Receives, gathers, analyzes, and organizes information from multiple sources.
Ensures completeness of received information and reconciles inconsistencies.
Requirements

This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation

Agency Overview

The United States Attorney's Office (USAO) serves as the nation's principal litigators under the direction of the Attorney General.The Asset Forfeiture Section at the USAO is responsible for the prosecution of both criminal and civil actions against property used or acquired during illegal activity.

Forfeiture Support Associates (FSA), LLC is proud to be an Affirmative Action/Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualiﬁed persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity), veteran status, family leave status or any protected group status as deﬁned by applicable law.",3.3,"FSA Federal
3.3","New York, NY",1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Customer Success Specialist · Data Visualization + Reporting - Apple Media Products,$120K - $145K (Employer est.),"Summary
Posted: Oct 18, 2021
Weekly Hours: 40
Role Number:200286008
Imagine what you could do here. The people here at Apple don’t just build products — we craft the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that supports the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it. Apple Media Products Engineering is one of the most exciting examples of Apple’s long-held passion for combining art and technology. These are the people who power the App Store, Apple One, Apple TV and TV+, Apple Music, and Apple Podcasts. And they do it on a massive scale, meeting Apple’s high expectations with high performance to deliver a huge variety of entertainment in over 35 languages to more than 150 countries. These engineers develop the custom software that helps leaders at Apple make sense of vast amounts of data across the wide world of Services at Apple.Thanks to Apple’s unique integration of hardware, software, and services, engineers here partner to get behind a single unified vision. That vision always includes a deep commitment to strengthening Apple’s privacy policy, one of Apple’s core values. Although services are a bigger part of Apple’s business than ever before, these teams remain small, nimble, and multi-functional, offering greater exposure to the array of opportunities here.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"Senior Analyst, People Data",$120K - $145K (Employer est.),"About the Team
At DoorDash, people are our most important asset. We started the People Analytics team in 2018 to help our leaders make more informed decisions on identifying and attracting talent and supporting the development and retention fo great employees. We're looking for a People Data Analyst to help us scale our analytics alongside DoorDash's enormous growth. Come shape an excellent People Analytics team at DoorDash.
About the Role
DoorDash is looking for an experienced analyst to join our People Analytics team. We're a data-driven organization, empowering local economies and our people to do the best work of their careers. You will seek data-driven insights to attract and develop great people to power and grow DoorDash. You will support and scale our people reporting within the People Team. You will work with a team of analysts and engineers to develop the tools and insights for our people and decision-makers. You'll be an advisor, consultant, project manager, technology advocate, data analyst, engineer, and security/privacy advocate.",3.9,"DoorDash
3.9","San Francisco, CA",1001 to 5000 Employees,2013,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable
Fraud Data Analyst - San Diego,$120K - $145K (Employer est.),"Summary
Posted: Oct 13, 2021
Role Number: 200291040
Apple is a place where extraordinary people gather to do their best work. Together we craft products and experiences people once couldn’t have imagined — and now can’t imagine living without. If you’re drawn by the idea of making a real impact, and joining a team where we pride ourselves in being one of the most diverse and inclusive companies in the world, a career with Apple might be your dream job! A Fraud Analytics Lead plays a meaningful role in collaborating with engineering and data scientists to design, instrument, maintain, build or improve business-critical datasets from a multitude of sources. They also have a deep background in fraud prevention, and will have experience in one of many different verticals: digital e-commerce, fraud detection and prevention, and loss forecasting. It’s a hands-on, multi-functional, highly-engaged job. This role is key to the success of the team and products. That vision always includes a deep dedication to strengthening Apple’s privacy policy, one of Apple’s core values.",4.3,"Apple
4.3","San Diego, CA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"Market Data Insights Analyst, US/Canada - Apple Music",$120K - $145K (Employer est.),"Summary
Posted: Oct 6, 2021
Weekly Hours: 40
Role Number:200282556
Do you love music? Movies? Are you passionate about analyzing data? We do! As part of the Evaluation & A/B team, you will be a market expert for our Apple Music and Apple TV service. We represent the user’s perspective as they vet new features being introduced to Apple Music and Apple TV. Our day-to-day responsibilities will include reviewing data, analyzing data, and creating innovative ideas to help improve Apple search features, and reporting systematic issues to statisticians and engineers. We are looking for someone who is just as passionate about movies and tv as we are! This individual must have Native or fluency in a regional language: French (Canadian) or Spanish.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"Market Data Insights Analyst, Scandinavia - Apple Music",$120K - $145K (Employer est.),"Summary
Posted: Aug 20, 2021
Role Number: 200280483
Do you love music? Movies? Are you passionate about analyzing data? We do! As part of the Evaluation & A/B team, you will be a market expert for our Apple Music and Apple TV service. We represent the user’s perspective as they vet new features being introduced to Apple Music and Apple TV. Our day-to-day responsibilities will include reviewing data, analyzing data, and creating innovative ideas to help improve Apple search features, and reporting systematic issues to statisticians and engineers. We are looking for someone who is just as passionate about movies and tv as we are! This individual must have Native or fluency in a regional language: Swedish, Danish, Finnish or Norwegian.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"Market Data Insights Analyst, Mexico - Apple Music",$120K - $145K (Employer est.),"Summary
Posted: Sep 28, 2021
Role Number: 200288720
Do you love music? Movies? Are you passionate about analyzing data? We do! As part of the Evaluation & A/B team, you will be a market expert for our Apple Music and Apple TV service. We represent the user’s perspective as they vet new features being introduced to Apple Music and Apple TV. Our day-to-day responsibilities will include reviewing data, analyzing data, and creating innovative ideas to help improve Apple search features, and reporting systematic issues to statisticians and engineers. We are looking for someone who is just as passionate about movies and tv as we are! This individual must have native or fluency in Spanish.
Key Qualifications",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
"Market Data Insights Analyst, Brazil - Apple Music",$120K - $145K (Employer est.),"Summary
Posted: Oct 1, 2021
Weekly Hours: 40
Role Number:200282513
Do you love music? Movies? Are you passionate about analyzing data? We do! As part of the Evaluation & A/B team, you will be a market expert for our Apple Music and Apple TV service. We represent the user’s perspective as they vet new features being introduced to Apple Music and Apple TV. Our day-to-day responsibilities will include reviewing data, analyzing data, and creating innovative ideas to help improve Apple search features, and reporting systematic issues to statisticians and engineers. We are looking for someone who is just as passionate about movies and tv as we are! This individual must have Native or fluency in a regional language: Portuguese and English.",4.3,"Apple
4.3","Seattle, WA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Data Analyst / Data Validation (remote),$120K - $145K (Employer est.),"Our client, a leader in the SaaS industry, is looking for: Remote - 1-2 month Contract for a Data Analyst / Data Validation with 2 years of experience to support a highly desirable International employer.

Scope of the Data Validation project:
Contractors will be given a large amount of merged customer/client records that need to be reviewed, categorized, and validated for accuracy. There will be accounts that are duplicates or similar in name to other accounts, or missing company info (like # of employees or last time they were billed), and the contractor will go out to google, company web pages, LinkedIn etc., to determine what information is accurate, and document the findings in an Indeed –provided template. The work will be done on a Mac using excel (google sheets). They will also use some of the Indeed platforms (likely Salesforce), for work to validate last association with Indeed.",3.9,"Staffmark
3.9","Stamford, CT",1001 to 5000 Employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD)
Clinical Data Analyst - Remote,$120K - $145K (Employer est.),"Salary: commensurate with experience
Reference: JOB-4820
Contact: Neisha Camacho/Terra Parsons - teamnt@penfieldsearch.com
Job Description:
Provide statistical programming support to data cleaning and locking activities, pre-defined and exploratory analysis, formal reports, publications, presentations, and new statistical methodologies
Work closely with biostatisticians to create data and analysis program specifications based on the statistical analysis plan (SAP)
Maintain complete and auditable programming documentation for analysis of clinical studies
Contribute to the development, documentation and maintenance of a reusable programming code library",-1,Penfield Search Partners,"Fairfield, CT",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Analyst - Entry Level,$120K - $145K (Employer est.),"Level: Entry Level
Location: Remote
Qualification:
Masters in Data Science/Computer Science or related field
Knowledge working with tools, including object-oriented programming (Python, Java), computational analysis tools (R, MATLAB, SPARK-ML), and associated data science libraries
Knowledge in developing machine learning, data mining, statistical network, natural language processing, text analytics, and graph-based algorithms
Responsibilities:",3.9,"Marlabs, Inc.
3.9",Remote,1001 to 5000 Employees,1996,Company - Private,IT Services,Information Technology,$100 to $500 million (USD)
Data Analyst,$120K - $145K (Employer est.),"Mb Staffing Services is one of the fastest growing providers of staffing services in the D.C., Maryland, and Virginia area. We bring unmatched creativity, experience and technology to every project we undertake. Mb Staffing Services is currently seeking a Data Analyst. This position generally takes place in an office environment during regular business hours, and would be located in the DMV area.
Responsibilities:
1. The Data Analyst shall analyze results using statistical techniques to provide or write reports using statistical techniques to write program reports.
2. The Data Analyst shall develop and implement data collection systems including other strategies that optimize statistical efficiency with good data quality.
3. The Data Analyst shall acquire data from primary or secondary data sources with a view to maintaining databases.
4. The Data Analyst shall identify, analyze and interpret trends, patterns and performance indicators to locate and clarify any code problems that shall develop.
5. The Data Analyst shall filter and clean computer or system reports, ensure that printouts are legible always and shall work collaboratively with program managers, evaluators and quality assurance team to ensure and enhance performance. The Data Analyst shall become skilled in Agency data systems.",3.9,"Mb Staffing Services
3.9","Washington, DC",51 to 200 Employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Data Analyst,$120K - $145K (Employer est.),"The main function of the Data Analyst is to provide business intelligence support and supporting areas by means of both repeatable and ad hoc reporting delivery reports (charts, graphs, tables, etc) that enable informed business decisions.
Job Responsibilities:
Analyzes performance of process activities, identifies problem areas, and presents findings in clear, concise charts, graphs, tables, or summaries.
Establishes standardized methods of recording, tracking and reporting on activity.
Design, implement, automate and maintain large scale enterprise data ETL processes.
Modify existing databases and database management systems and/or direct programmers and analysts to make changes.
Test programs or databases, correct errors and make necessary modifications.
Conducts research on emerging products, services, approaches, and techniques in the area of data analysis.",3.7,"Epitec
3.7","Bellevue, WA",1001 to 5000 Employees,1978,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Analyst - Data Visualization,$120K - $145K (Employer est.),"Job Title: Data Analyst - Data Visualization
Location: Austin, TX
Duration: 1 Year

Summary:
Develop comprehensive data visualizations, dashboards and reporting (45%)
Build storyboards and insights for leadership reporting and recommendation (30%)
Connect various supplier data sources for reporting (15%)
Develop automated reports (10%)

Requirements:












IND123",4.5,"Ursus
4.5","Austin, TX",51 to 200 Employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
"Technical Data Analyst, Python & SQL (100% remote to start; relo to Austin, TX post-Covid)",$120K - $145K (Employer est.),"Our Customer is a leading global collaboration platform that's transforming the way people work together, from the smallest business to the largest enterprise. With more than 500 million registered users across more than 180 countries, their mission is to unleash the world’s creative energy by designing a more enlightened way of working. Headquartered in San Francisco, CA, they have more than 12 offices around the world.
We are seeking a technically focused Data Analyst on a contract basis to support their business needs.
** This position is located onsite at our Customer’s Austin, TX office. There is no remote capability for this role.

What You’ll Do:
Solve complex, ambiguous issues throughout the data lifecycle, identify and implement effective solutions

Work hands-on in Python and SQL

Develop a comprehensive inventory of data pipelines - ensuring optimal schema design, data consistency, and driving proper data governance

Refactor and migrate complex, messy pipelines across data ecosystems

Manage the formulation and ongoing tracking of each task, with the ability to manage multiple tasks at one time

Develop and deliver progress reports, requirements documentation, and presentations

Own the analytics workstream (data cleaning, automation, dashboards) for specific areas such as Renewals and the Chatbot

Work closely with software developers and business analysts


Strongly good in English communication skills.

Programming experience in SQL and PYTHON

Data warehousing

Data Analytics experience

Data engineering is nice to have


Bachelor's Degree Required.


M-F, 40 hours/week. This position is located onsite at our Customer’s Austin, TX office. There is no remote capability for this role.
Perks are available through our 3rd Party Employer of Record
Medical, Dental, Vision, 401k, FSA, Commuter Benefit Program",4.8,"The Mom Project
4.8","Austin, TX",51 to 200 Employees,2016,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
"Reporting and Data Analyst (SQL, Tableau, Excel) - FULLY REMOTE - PST hours",$120K - $145K (Employer est.),"Req # 2345
iTalent Digital is seeking a Reporting and Data Analyst, to join our Retail Practice Group. This is an exciting role for the right individual to continue to cultivate your skills and domain expertise.
The individual selected will be instrumental in helping us continue to deliver excellence to our base of marquee retail accounts. You will be joining a family of other SMEs who have also specialized within the retail sector.
You will also interact closely with our iTalent Retail Practice Directors, who will work with you to ensure success.
Job Description:",4.8,"iTalent Digital
4.8",Remote,201 to 500 Employees,2005,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Transport Controller and Data Analyst,$120K - $145K (Employer est.),"Started in 1975 in Spain, ZARA today is an internationally known fashion retailer represented in over 88 countries around the world. Our company requires professionalism, imagination, high energy and team spirit. ZARA will give you the means to excel. ZARA will put you into the heart of the action and the heart of its growth.

Transport Controller and Data Analyst

Position based in our NYC Corporate Office (NOT REMOTE)

PURPOSE:",3.4,"ZARA
3.4","New York, NY",10000+ Employees,1974,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$1 to $2 billion (USD)
"Data Analyst, Population Health",$120K - $145K (Employer est.),"Data Analyst, Population Health
HDAI is a well-funded, high-growth, and ambitious startup that is using artificial intelligence to provide clinical and operational guidance that supports population health and clinical decision-making. We are partnering with premier health systems to deploy actionable AI, with a particular focus on delivering insights that support population health initiatives.
We are looking for a statistically savvy, technically adept Data Analyst, Population Health to analyze de-identified healthcare claims for more than 100 million people, primarily in a SAS environment. The right candidate will work closely with our data science, product, and customer-facing teams to generate data sets derived from healthcare billing records that provide insights for clinical and operational leaders at leading organizations around the country.
Key responsibilities",-1,Health Data Analytics Institute,"Dedham, MA",-1,-1,-1,-1,-1,-1
"Sr. BI Analyst - SQL, Python & Data Visualization",$120K - $145K (Employer est.),"Role:
As our Sr. BI Analyst, you will be a key member of the CDK/Roadster Analytics team, reporting directly to our VP of Analytics (Roadster). CDK recently acquired Roadster, so you’ll have the opportunity to experience what it’s like to work in a fast-paced Silicon Valley culture, but also have all the growth opportunities the larger CDK organization offers.
In this role, you’ll be working with some of the top Silicon Valley talent and have access to one of the largest and most comprehensive datasets in the Automotive industry. You’ll be working closely with Roadster’s customer-facing teams (Success, Sales, Marketing) teams as well as directly with some of the largest and most progressive automotive retailers in the world.
Our data is unique in that we are analyzing customer journeys. We’ve built a complete, high-fidelity and performant data warehouse (BigQuery & Snowflake) and we need someone who wants to help pioneer new ways to analyze and visualize the complex, non-linear journey customers take when buying a car.",3.6,"CDK Global
3.6","Austin, TX",5001 to 10000 Employees,2014,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
Data Science Analyst -105419,$120K - $145K (Employer est.),"Data Science Analyst
Talent Management - Quality Excellence & Data Analytics
Job ID# 105419
Core Responsibilities
Learning & Inclusion is seeking a Data Science Analyst to support our advanced data analytics capabilities. This position will be responsible for partnering with team members to develop analytical business solutions, using a variety of data and visualization tools to build and implement predictive models, and presenting complex analysis in clear and understandable terms.",4.0,"Consolidated Edison Company of New York, Inc.
4.0","New York, NY",10000+ Employees,1997,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",$10+ billion (USD)
Enterprise Data - Quality Assurance Analyst,$120K - $145K (Employer est.),"We""re Bloomberg Enterprise Data - fast paced, innovative and expanding. We have worked hard and smart to become the $1bn business we are today. We partner closely with our clients, taking time to understand their unique businesses and individual data and technology needs. Our endless selection of datasets, covering all asset types, with multiple delivery technologies and flexible scheduling mean our clients are able to get exactly the data they need, when they need it, in the format they prefer. Without us, they simply can""t operate. Firms that commit to utilizing only highest-quality data can eliminate the data inconsistencies inherent to working with multiple vendors and lower their costs overall. A partnership with Bloomberg Enterprise Data allows just this, giving them strategic advantage.

What's the Role?

The business is looking for a product analyst to join Enterprise Data Quality Assurance team. The successful candidate will be responsible for creating and maintaining testing frameworks that automate test plans used to ensure that Enterprise Data products are of high quality before launch.

The Quality Assurance team works with Product/Business teams and Engineering to accomplish the following:",4.1,"Bloomberg
4.1","New York, NY",10000+ Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Analyst - Medicaid,$120K - $145K (Employer est.),"Peraton Overview

Peraton drives missions of consequence spanning the globe and extending to the farthest reaches of the galaxy. As the worlds leading mission capability integrator and transformative enterprise IT provider, we deliver trusted and highly differentiated national security solutions and technologies that keep people safe and secure. Peraton serves as a valued partner to essential government agencies across the intelligence, space, cyber, defense, civilian, health, and state and local markets. Every day, our 22,000 employees do the cant be done, solving the most daunting challenges facing our customers.


Responsibilities








Colorado Salary Minimum: $54,558.40
Colorado Salary Maximum:$116,625.60

The estimate displayed represents the typical salary range for this position, and is just one component of Peraton's total compensation package for employees. Other rewards may include annual bonuses, short- and long-term incentives, and program-specific awards. In addition, Peraton provides a variety of benefits to employees.",3.7,"Peraton
3.7","Chantilly, VA",10000+ Employees,2017,Company - Private,IT Services,Information Technology,$5 to $10 billion (USD)
Enterprise Data - Regulatory Product Analyst,$120K - $145K (Employer est.),"The Bloomberg Enterprise Regulatory and Accounting Group is seeking a highly focused and motivated financial markets professional to join its team. The team is responsible for identifying, creating and designing Regulatory, Accounting and Tax related solutions using Bloomberg's proprietary analytics and industry-leading database.

This is an exciting opportunity for an individual with a deep understanding of the current regulatory landscape, namely bank capital adequacy requirements and credit, market and liquidity risk management to contribute to the continued growth of Bloomberg regulatory product offering.

The successful candidate will also contribute to the development of the Regulatory and Accounting Products business strategies.

Responsibilities will include enhancing, maintaining and supporting Bloomberg's Regulatory product offerings. This individual will also focus on quality control and client supports on existing and new product offerings and will be encouraged to build creative solutions for automated testing and data quality assurance, constantly looking to improve the quality of our products.





We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",4.1,"Bloomberg
4.1","New York, NY",10000+ Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Analyst Supporting the USPIS,$120K - $145K (Employer est.),"Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from their crime and impacting the infrastructure of criminal enterprises.

Wits Solutions (WITS) has over ten years of experience in providing best-in-class solutions in professional IT and administrative consulting. At WITS, we believe in working not for our clients but with them. WITS has a vacancy for a Data Analyst. In this role, you will be supporting the overall mission of the U.S. Postal Inspection Service (USPIS).

Responsibilities

Receives, gathers, analyzes, and organizes information from multiple sources.
Ensures completeness of received information and reconciles inconsistencies.
Requirements

This position requires U.S. Citizenship and a 7 (or 10) year minimum background investigation

Agency Overview

As the primary law enforcement arm of the United States Postal Service, the U.S. Postal Inspection Service (USPIS) is a highly specialized, professional organization performing investigative and security functions essential to a stable and sound postal system. Its jurisdiction is defined as ""crimes that may adversely affect or fraudulently use the U.S. Mail, the postal system or postal employees."" The USPIS makes seizures under their authority to discourage profit-motivated crimes such as mail fraud, money laundering and drug trafficking using the mail.

Forfeiture Support Associates (FSA), LLC is proud to be an Affirmative Action/Equal Opportunity Employer. We recruit, employ, train, compensate, and promote qualiﬁed persons in all job titles without regard to age, ancestry, color, gender, HIV status, marital status, medical condition, national origin, physical or mental disability, race, religion, sex, sexual orientation (including gender expression and identity), veteran status, family leave status or any protected group status as deﬁned by applicable law.",3.3,"FSA Federal
3.3","Washington, DC",1001 to 5000 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
