Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Applied Scientist,$54K - $161K (Glassdoor est.),"PhD or equivalent Master's Degree plus 4+ years of experience in CS, CE, ML or related field
Experience programming in Java, C++, Python or related language
Doctorate in Computer Science, Electrical Engineering, or related field
Research background focusing on computer vision, 3D reconstruction, and/or machine learning
Able to get inspiration from literature reviews to imagine new ideas
Track record of successfully collaborating with engineering on cutting-edge projects in a corporate environment
Research experience in ML and Deep Learning for 2D and 3D content
Proficiency in Python
Create 3D models for every object sold on Amazon.
We apply a mix of workflows, image processing, computer vision and machine learning techniques. As part of a world-class research team, you will be working with an Amazon-scale dataset, with Amazon-scale computing resources to devise methods to reconstruct 3D objects from a set of sparse visual inputs.

For this specific project, we are automating the construction of the 3D model from images using a mix of Machine Learning and more traditional Computer Vision methods.

We are seeking an Applied Scientist with a background in Machine Learning applied to Computer Vision or Computer Graphics

Imaging Sciences offers a dynamic workplace that is fueled by innovation and passionate collaboration in a highly multidisciplinary team. We take pride in developing cutting-edge technologies and products that are optimized for the best customer experience. Amazon Imaging Science’s vision is to provide the best product imagery in the industry to empower customers. Through technology, we seek to constantly increase the quality of photos, videos, and other visual media, to lower the cost of acquisition, and to create innovative imaging products.

To know more about Amazon science, Please visit https://www.amazon.science

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us",3.7,"Amazon.com Services LLC
3.7","Seattle, WA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,$54K - $161K (Glassdoor est.),"Master’s or PhD degree in a quantitative field such as Machine Learning, Data Science, Statistics, Applied Mathematics, Physics, Computer Science, or Economics
Fluency in a scripting or computing language (e.g. , , , , etc.)
2+ years of relevant working experience in an analytical role involving data extraction, analysis, statistical modeling, and communication
2+ years of experience with data querying languages (e.g. SQL, Hadoop/Hive)
Experience processing, filtering, and presenting large quantities (Millions to Billions of rows) of data from different product groups and business functions
Experience working with Machine Learning/Deep Learning for real world problems
Business/Team Introduction
The Supply Chain Optimization Technologies (SCOT) team builds technology to automate and optimize Amazon’s supply chain of physical goods. We seek a Data Scientist with strong analytical and communication skills to join our team. SCOT manages Amazon's inventory under uncertainty of demand, pricing, promotions, supply, vendor lead times, and product life cycle. We optimize complex trade-offs between customer experience, inventory costs, fulfillment costs, fulfillment center capacity, etc. We develop sophisticated algorithms that involve learning from large amounts of data such as prices, promotions, similar products, and other data from our product catalog in order to automatically act on millions of dollars’ worth of inventory weekly and establish plans for tens of thousands of employees. As a Data Scientist, you will contribute to the research community, by working with other scientists across Amazon and our Supply Chain, as well as collaborating with academic researchers and publishing papers. SCOT also engages in cutting edge research that we try to share with the community. Recent work from SCOT includes papers presented at the NIPS 2017 Time Series Workshop, SSRN, KDD 2018 Time Series Workshop, and ICML 2018 Deep Generative Models Workshop.

Data Scientist Responsibilities
As a Data Scientist in SCOT, will be tasked to understand and work with bleeding edge research to enable the implementation of sophisticated models on big data. As a successful data scientist in the SCOT team, you are an analytical problem solver who enjoys diving into data from various businesses, is excited about investigations and algorithms, can multi-task, and can credibly interface between scientists, engineers and business stakeholders. Your expertise in synthesizing and communicating insights and recommendations to audiences of varying levels of technical sophistication will enable you to answer specific business questions and innovate for the future.",3.7,"Amazon.com Services LLC
3.7","Seattle, WA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,$54K - $161K (Glassdoor est.),"Bachelor's Degree
3+ years of experience with data scripting languages (e.g SQL, Python, R etc.)
3+ years working as a Data Scientist
2+ years of experience in handling large data sets using SQL and databases in a business environment.
Come join the AWS Marketplace Team in our mission to change the way enterprise software is bought and sold! AWS Marketplace enables software sellers to reach all AWS customers, and it enables software buyers to easily discover, purchase and consume software. Our goals include enriching the platform to support more diverse selection, improving buyer and seller experience, and supporting co-sell opportunities between AWS and our partners. Our vision is to make AWS Marketplace the one stop shop for buying and selling software - we're building the app store for AWS.

A day in the life

In this role, you’ll be utilizing your creative and critical problem solving skills to drive new projects from ideation to implementation. You will improve and innovate on existing high impact analytical projects. Your outputs will focus on our team’s critical goals and help influence decision makers.

About the hiring group

About Us

Inclusive Team Culture

Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 16 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Work/Life Balance
Our team puts a high value on work-life balance. It isn’t about how many hours you spend at home or at work; it’s about the flow you establish that brings energy to both parts of your life. We believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfillment. We offer flexibility in working hours and encourage you to find your own balance between your work and personal lives.

Mentorship & Career Growth

Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded professional and enable them to take on more complex tasks in the future.

Job responsibilities

We are looking for a Data Scientist to join our rapidly growing Seattle team. As a Data Scientist, you are able to use a range of data science methodologies to solve challenging business problems when the solution is unclear. You have a combination of business acumen, broad knowledge of statistics, deep understanding of ML algorithms, and an analytical mindset. You thrive in a collaborative environment, and are passionate about learning. Our team utilizes a variety of AWS tools such as Redshift, Sagemaker, Lambda, S3, and EC2 with a variety of skillsets in Tabular ML, NLP, Forecasting, Probabilistic ML and Causal ML. You will bring knowledge in many of these domains along with your own specialties and skillsets.",3.7,"Amazon Dev Center U.S., Inc.
3.7","Seattle, WA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,$54K - $161K (Glassdoor est.),"About Pinterest:
Millions of people across the world come to Pinterest to find new ideas every day. It's where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you'll be challenged to take on work that upholds this mission and pushes Pinterest forward. You'll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.
As a Data Scientist you will shape the future of people-facing and business-facing products we build at Pinterest. Your expertise in quantitative modeling, experimentation and algorithms will be utilized to solve some of the most complex engineering challenges at the company. You will collaborate on a wide array of product and business problems with a diverse set of cross-functional partners across Product, Engineering, Design, Research, Product Analytics, Data Engineering and others. The results of your work will influence and up-level our product development teams while introducing greater scientific rigor into the real world products serving hundreds of millions of Pinners, creators, advertisers and merchants around the world.

Not Specified
0",4.2,"Pinterest
4.2","Seattle, WA",1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD)
Applied Scientist,$54K - $161K (Glassdoor est.),"PhD in Computer Science, Machine Learning, Operational Research, Statistics or a related quantitative field.
3+ years of working knowledge of natural language processing (NLP).
2+ years of hands-on experience in predictive modeling and analysis.
2+ years of algorithm development experience.
2+ years of coding with at least one of the following: Java, C++, Python, Scala, Rust or other programming language, as well as with R, MATLAB, or similar scripting language.
Job summary
Amazon Web Services is looking for world class scientists to join the Security Analytics and AI Research team within AWS Security Services. This group is entrusted with researching and developing core data mining and machine learning algorithms for various AWS security services like Macie (https://aws.amazon.com/macie/) and GuardDuty (https://aws.amazon.com/guardduty/). In this group, you will invent and implement innovative solutions for never-before-solved problems. If you have passion for security and experience with natural language processing (NLP), this will be an exciting opportunity.

The AWS Security Services team builds technologies that help customers strengthen their security posture and better meet security requirements in the AWS Cloud. The team interacts with security researchers to codify our own learnings and best practices and make them available for customers. We are building massively scalable and globally distributed security systems to power next generation services.

Inclusive Team Culture
Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 14 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Work/Life Balance
Our team puts a high value on work-life balance. It isn’t about how many hours you spend at home or at work; it’s about the flow you establish that brings energy to both parts of your life. We believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfillment. We offer flexibility in working hours and encourage you to find your own balance between your work and personal lives.

Mentorship & Career Growth
Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship. We care about your career growth and strive to assign projects based on what will help each team member develop and enable them to take on more complex tasks in the future.

Key job responsibilities
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.7,"Amazon Dev Center U.S., Inc.
3.7","Seattle, WA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist - Merchandising Analytics,$54K - $161K (Glassdoor est.),"Job Description
Join a high impact, customer-obsessed data science and analytics team!
Nordstrom is a specialty retailer offering the very best in fashion and customer service since 1901. We live by five simple values that guide how we work together day-to-day and how we deliver analytics & data science products. We are customer-obsessed, owners at heart, curious and ever-changing, we extend ourselves to our peers and our customers, and we’re here to win!
We are committed to building teams that reflect the diversity of our customers and active inclusion is core to how Nordstrom wins. We’re an equal opportunity employer and encourage individuals from underrepresented backgrounds to apply. The ideal candidate is a self-starter and strong technical contributor who is always looking for new opportunities to solve business problems with data-driven tools. The individual should be highly curious about the business and possess the skills to unlock rich, nuanced insights from complicated data and communicate those insights in a way that drives positive business outcomes.",3.7,"Nordstrom Inc
3.7","Seattle, WA",10000+ Employees,1901,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
"Data Scientist II, Amazon Devices",$54K - $161K (Glassdoor est.),"Bachelor's Degree
3+ years of experience with data scripting languages (e.g SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab)
2 years working as a Data Scientist
Job summary
The Decision, Insights, Actions and Learning (DIAL) org owns supply and demand management, tech and science for Amazon Devices (Echo, FireTV, Fire Tablets, and Kindle). Our optimization services are developed to make optimal decisions that ensure every customer can buy the device they prefer, at the time and place they desire, delivered at the lowest possible cost to Amazon. Our large-scale optimization tools and systems are built entirely in-house and are pioneering the space of integration with a global manufacturing and supply network, inventory management, logistics control and PO optimization.

As a Data Scientist in Optimization Services, you will have an opportunity to both develop advanced scientific solutions and drive critical customer and business impacts. You will be working on financial, inventory allocation, and transportation data that flows into the team’s optimization models. In addition, you will directly interface with our customers across Planning, Logistics, Finance, and Product orgs to understand the data requirement, data flow, data limitation and data assumptions. Technically, you query the data from the database, conduct statistical analysis, and build prediction models using various Machine Learning techniques for validating data, estimating data accuracies, detecting data anomalies, and predicting trends. Your work helps the team and the end users to understand the data quality and its impact to the optimization models.

Key job responsibilities
The key responsibilities include analyzing data quality using statistical models, researching and developing new methodologies for predicting data trends, driving scalable solutions, creating and tracking accuracy and performance metrics, and working with the dev team to productize models you developed.

A day in the life
Your day-to-day activities will include collecting and analyzing data using statistical models, researching and constructing prediction models for trend analysis, attending team meetings to discuss data impact to the optimization models, advising scientists on the data availability, accuracy, coverages, and discussing data requirement with customers and stakeholders.

About the team
Amazon’s devices business is continuously increasing in complexity, from the original Kindle to the current portfolio of 50+ devices across 10+ countries. To effectively allocate inventory across customer demand and deliver insights to internal teams you will need to understand customer behavior, interdependencies with other systems, analytical tools, and goals of key stakeholders. You will lead the definition of the long-term strategic vision, creation and execution of the product roadmap, interaction with technical teams, testing with end users, and communication with senior leadership.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.7,"Amazon.com Services LLC
3.7","Seattle, WA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Data Scientist, Analytics (University Grad)",$54K - $161K (Glassdoor est.),"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.
Are you passionate about Facebook’s product, analytics and technology? The Analytics team is looking for fast-moving analytics candidates and data junkies who want to make an impact. Candidates will help own analytics for a particular product or business at Facebook and work with product managers and engineers to translate the analysis into meaningful impact to the business. Please note that candidates will have a general interview and then we will make a determination of actual team assignments.


Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.",4.4,"Facebook
4.4","Seattle, WA",10000+ Employees,2004,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Applied Scientist, Books Personalization",$54K - $161K (Glassdoor est.),"PhD or equivalent Master's Degree plus 4+ years of experience in CS, CE, ML or related field
Experience programming in Java, C++, Python or related language
2+ years of experience of building and deploying machine learning models for business applications.
Job summary
Passionate about books? The Amazon Books personalization team is looking for a talented Applied Scientist to help invent, design, and deliver cutting-edge science solutions to make it easier for millions of customers to find the next book they will love. In this role you will:
Be apart of a growing and vibrant team of scientists, economists engineers, analysts, and business partners.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us

Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.7,"Amazon.com Services LLC
3.7","Seattle, WA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,$54K - $161K (Glassdoor est.),"A bachelor’s degree in statistics, data science, applied mathematics, computer science, or engineering is required. An advanced degree from a highly respected academic institution is strongly preferred.
5+ years’ experience working as a Data Scientist.
3+ years’ of hands-on experience using tools such as R, Python, SQL, Stata, Spark and/or Matlab.
AWS Hardware Engineering is looking for an experienced, self-driven Data Scientist to join their Data Science and Analytics team. You will be part of a group of talented engineers and scientists who builds data products and services to turn hardware monitoring data into insights using advanced analytics and machine learning. As a Data Scientist, you are able to use a range of data science methodologies to conduct analysis for cases when the solution approach that relates to a portion of a business or business process is unclear. You have a breadth of experience in the practical application of data science techniques and tools to solve difficult business problems. Your work is focused on team-level goals, medium size projects, and small subsets of larger goals. You are able to ramp up quickly on new areas where colleagues identify established solutions.

The ideal candidate will be able to solve complex problems using data science principles that are highly accurate, stable, secure, scalable, and cost-effective. You will have hands-on experience leading and/or working on multiple simultaneous data science initiatives as well as be able to balance technical with business judgment to make the right decisions about technology, models and methodologies. You will strive for simplicity, and demonstrate significant creativity and high judgment backed by statistical proof. You will be responsible for developing KPIs, programs, reporting, visualizations, tests and research in order to drive business solutions using computational techniques, and statistics to support strategic and tactical decision-making. You will have significant experience performing large-scale data analysis and reporting.

This position requires a solution-oriented candidate with a combination of deep business acumen, broad knowledge of statistics and algorithm development, and an analytical mindset. The candidate must have the ability to work with diverse customer groups to solve business problems and provide data solutions that are organized and simple to understand. You will have the opportunity to leverage extensive datasets and provide meaningful insights to improve the customer experience as well as optimize business decisions for Amazon.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.7,"Amazon Data Services, Inc.
3.7","Seattle, WA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist,$54K - $161K (Glassdoor est.),"Job Summary:
The Walt Disney Company's Media & Entertainment Distribution (DMED) is a new, global business segment for The Walt Disney Company with the mission of providing consumers around the world access to the content they want most, on the latest platforms, at a time of rapidly-evolving consumer habits. Combining the Company's direct-to-consumer streaming services – ESPN+, the Disney+ streaming service and its ownership stake in Hulu - alongside Disney's international media businesses, DMED aligns cutting-edge technology with world-class content and beloved brands to expand the Company's global footprint and deliver highly-personalized entertainment experiences to diverse consumers around the world.

Would you like to be part of the interdisciplinary team providing vital insights into the rapidly evolving media landscape for Disney’s suite of television networks (ABC, ESPN, Freeform, FX, National Geographic, Disney Channel, etc.)?

As a Data Scientist at Disney Media & Entertainment Distribution, you’d put your talent to use developing and improving predictive models providing insight into advertising across the digital TV networks. You’d join our Digital Forecasting & Reporting team, whose mission is to develop accurate and interpretable digital ad sales inventory forecasts to optimize revenue and provide unified insights on engagement across the DMED portfolio. We highly value statistical modeling approaches, but also balance traditional data science methods with financial modeling practices and business expertise – merging the science with the art!

This position currently reports to Manager, Digital Analytics.",4.0,"Disney Media & Entertainment Distribution
4.0","Seattle, WA",10000+ Employees,1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD)
"Data Scientist, Fulfillment AI",$54K - $161K (Glassdoor est.),"Bachelor's Degree
3+ years of experience with data scripting languages (e.g SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab)
2 years working as a Data Scientist
Experienced in handling large data sets using SQL and databases in a business environment.
Job summary
A fulfillment center can appear to be a chaotic place. With millions of items moving in and out of an area twice as large as your average theme park every day, a quick peek under the roof would reveal a manic scene. You would see associates, machinery, vehicles, robots, and packages flying about at break-neck speeds and accessing a breathtaking number of shelves and bins that store products. In reality, however, this activity is all highly organized and orchestrated by software, with each movement carefully planned and optimized. However, there are times when mistakes occur: products may disappear, reappear in strange places, become damaged, or worse. When that happens, how does a fulfillment center operating at that size, speed, and scale recover gracefully and with minimal cost? How do we ensure that we meet our commitments to our customers and merchants? How do we find a needle in a haystack when we’re constantly shuffling the haystack around? And how do we do it at extreme scale in an environment of constant growth?

The Fulfillment AI team operates at a nexus of machine learning, computer vision, statistics, optimization, and healthy measure of hard-earned expertise in operations to build automated, algorithmic approaches to solving these problems at minimal cost. We create cutting edge software, building automated processes and workflows in the most complex operational problem space in the business world. So what should you expect from this role?

As a Data Scientist you will be working in one of the world's largest and most complex data analytics environments. You should have deep expertise in analyzing huge data sets from multiple domains. You should be expert at designing and implementing solutions that use a range of data science methodologies to automate data analysis or to solve complex business problems. You will design metrics for complex systems. You will deep dive ML training data and feature sets to drive improvements. You will partner with Research and Applied Scientists, SDEs, Technical Program Managers, Product Managers, and business leaders to identify solutions to large problems in Amazon Operations.

Your analysis and solution recommendations will drive system optimizations with global impact. You will develop metrics to quantify the benefits of a solution and influence project resources. You will audit metric data and use it to measure system impact and performance.

You will harness massive and diverse data sets to mine actionable insights for senior leaders. You will automate data feeds, validate the data input and analyze trends that lead to cost saving initiatives. In this role, you will own solving problems through deep data review, statistical analyses, and creation of analytic tools usable by others on the team. Your work products will guide our reporting, benchmarking, program optimization, financial planning, and execution strategy.

The ideal candidate is a motivated self-starter who can thrive in a fast-paced environment. They will enjoy working in a multidisciplinary team of engineers, scientists and business leaders. They will seek to understand processes behind data so their recommendations are grounded.

Flexibility
It isn’t about which hours you spend at home or at work; it’s about the flow you establish that brings energy to both parts of your life. We offer flexibility and encourage you to find your own balance between your work and personal lives.

Mentorship & Career Growth
We care about your career growth too. Whether your goals are to explore new technologies, take on bigger opportunities, or get to the next level, we'll help you get there. Our business is growing fast and our people will grow with it.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.7,"Amazon.com Services LLC
3.7","Seattle, WA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Applied Scientist, Computer Vision",$127K - $203K (Employer est.),"About the team
Are you interested in innovating new computer vision and deep learning technologies to power immersive experiences that change how people experience and envision their next home? Zillow’s Rich Media Experiences (RMX) team employs computer vision, 3D, and deep learning to invent the technology that enables Zillow's customers to make sense of home information in order to find their dream home. Using groundbreaking technologies, our team works across product, research, engineering, and business to enable people to virtually walk through a home. You'll have the chance to be a part of empowering the next-generation of home shopping by creating new state-of-the-art technologies that deliver unrivaled information and visual experiences to our customers.
About the role


This role has been categorized as a Remote position. “Remote” employees do not have a permanent corporate office workplace and, instead, work from a physical location of their choice which must be identified to the Company. Employees may live in any of the 50 US States, with limited exceptions. In certain cases, an employee in a remote-designated job may need to live in a specific region or time zone to support customers or clients as part of their role.
In Colorado, the standard pay range for this role is $127,100.00 - $203,000.00 Annually. This range is specific to Colorado and may not be applicable to other locations.
In addition to a competitive base salary this position is also eligible for equity awards based on factors such as experience, performance and location.",4.3,"Zillow
4.3","Seattle, WA",5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD)
"AI/ML - Machine Learning Scientist, Siri Understanding",$127K - $203K (Employer est.),"Summary
Posted: Apr 8, 2021
Role Number: 200018211
“Hey Siri, let’s work together at Apple!“ The Siri Understanding team is looking for Machine Learning Engineers passionate about enabling personalized Siri interactions and delivering such technology to users on a global scale. Build end-to-end model training and evaluation pipelines. Push the envelope on the latest research developments in speaker recognition. Deploy machine-learned, on-device models that are aligned with the core values of Apple, ensuring the highest standards of quality, innovation, and respect for user privacy. And work with the people who created the intelligent assistant that helps millions of people around the world get things done — just by saying ‘Hey Siri.’",4.3,"Apple
4.3","Seattle, WA",,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Senior Data Scientist,$127K - $203K (Employer est.),"About the team
Zillow is looking for an outstanding Data Scientist to join our Zillow Offers Forecasting team. Zillow is on a mission to give consumers greater certainty and control when selling their home. Using our unparalleled data, you will help build a world-class platform for real estate marketplace optimization. In the Zillow Offers product, Zillow buys homes directly from interested homeowners, thereby reducing the stress, effort, and time frame to sell a home. Instead, we take this task upon ourselves by quickly preparing homes for market and reselling them. This is a key initiative at Zillow as we seek to define the future of real estate.

The Zillow Offers Data Science team covers a wide portfolio of analytical areas from day-to-day product analytics support to strategic analytics. We’re responsible for understanding and crystallizing the most critical issues and decisions for the business. Day to day we answer questions like: What type of homes should we buy? Which markets should we enter? How many homes will we buy tomorrow / next week / next month / next year? How are we performing relative to the market? What will our unit economics look like next year?
This role has been categorized as a Remote position. “Remote” employees do not have a permanent corporate office workplace and, instead, work from a physical location of their choice which must be identified to the Company. Employees may live in any of the 50 US States, with limited exceptions. In certain cases, an employee in a remote-designated job may need to live in a specific region or time zone to support customers or clients as part of their role.
In Colorado, the standard pay range for this role is $127,100.00 - $203,000.00 Annually. This range is specific to Colorado and may not be applicable to other locations.
In addition to a competitive base salary this position is also eligible for equity awards based on factors such as experience, performance and location.",4.3,"Zillow
4.3",Washington State,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD)
Data Analytics Scientist for RnD,$127K - $203K (Employer est.),"We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, age, citizenship, color, religion, sex, marital status, national origin, disability status, gender identity or expression, protected veteran status, or any other characteristic protected by law.
Description
At BASF, we create chemistry through the power of connected minds. By balancing economic success with environmental protection and social responsibility, we are building a more sustainable future through chemistry. As the world’s leading chemical company, we help our customers in nearly every industry meet the current and future needs of society through science and innovation. We achieve this through our commitment to continuous improvement and operational excellence, which gives us the opportunity to set and deliver on ambitious, long-term goals. We provide a challenging and rewarding work environment with a strong emphasis on process safety, as well as the safety of our employees and the communities we operate in and are always working to form the best team—especially from within, through an emphasis on lifelong learning and development. This allows for our employees to innovate and generate new ideas, put them into action, and gain insights from them to further advance our collective expertise. And we are constantly striving to become an even better place to work. BASF has been recognized by Forbes Magazine in 2021 as one of America’s Best Large Employers. Come join us on our journey to create solutions for a sustainable future! Data Analytics Scientist for RnD (2101688) – Wyandotte, MI Where the Chemistry Happens We are seeking a professional like you to join our Data Analytics and Machine Learning community and shape the future of digitalization in Research and Development. Our group provides data science consultancy, services, and digital products to our partners across the company, focusing on materials and chemicals R&D. Through this, we drive better and faster decision making, efficient experimentation, and accelerated development. As a data scientist in our team, you will leverage your experience in data analytics to build predictive models of chemicals and materials to drive innovation and data driven solutions throughout North America. You will liaise with colleagues in our various R&D hubs, and initiate data driven projects, connecting experimental data with statistical methods. These projects will be led and implemented by you, showing your expertise in all steps of the predictive modeling process, including exploratory analysis and data mining, machine learning training, reverse engineering through mathematical optimization, and deployment through web apps. These projects will be implemented in languages such as Python and R on local, HPC, and cloud-based platforms. In addition to these machine learning solutions, statistical consulting will also be a primary responsibility, utilizing tools such as statistical inference and design of experiments with software suites such as JMP and Minitab. An integral part of the team providing statistical services and products is the dissemination of results and approaches to non-statisticians. Therefore, the data scientist is to explain data science solutions to those with limited experience in the field. This will allow for solutions to be sustainable and utilized for years to come. In this position, you will not only initiate and execute cross-business and/or cross-function consulting projects, but you will also take the initiative to start innovation projects to develop novel scientific solutions for data driven problems. Specific areas of interest are image analysis, active learning, and greybox modeling. This will entail developing methods in-house and with academic and commercial collaborators.
Qualifications - BASF recognizes institutions of Higher Education which are accredited by the Council for Higher Education Accreditation or equivalent
Formula for Success Leveraging your masters degree or higher education and experience in science or engineering with a focus on quantitative analytics, machine learning, or statistics (or equivalent qualification), you will provide data science solutions, and evaluate new analytical approaches for the chemicals and materials sectors in BASF. Your experience in the chemical (or related) industry, your ability to work both independently and in a team, and your excellent project management and collaboration skills will be essential as you identify potential partners and understand their needs, and initiate, execute, and lead data analytics projects in collaboration with research and business units in diverse high performing teams. Your excellent communication and interpersonal skills, along with your proven track record of relevant publications in peer-reviewed journals will serve you well as you establish internal and external relationships, and communicate and disseminate data analytics to a broad community of scientists and managers. Create Your Own Chemistry: What We Offer You Adding value to our customers begins with adding value to you. You@BASF is the suite of benefits, perks, programs and unique opportunities we offer to support you—the whole you—in all stages of your life and career. With you@BASF, you create your own chemistry. The total rewards that you receive as a BASF employee go way beyond a paycheck. From competitive health and insurance plans, to robust retirement benefits that include company-matching contributions, to making sure you never stop learning, we believe investing in you is investing in our success. Working for a large, global organization, you’ll have a chance to grow professionally and personally, expand your network and build a rewarding and dynamic career. BASF provides interesting and challenging learning and development opportunities to help you make the most of your talents and your job.",4.1,"BASF
4.1","Wyandotte, MI",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
